6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,4,3,4,3,4,3,4,3,4,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,5,3,5,3,5,3,5,3,5,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,4,3,4,3,4,3,4,3,4,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,5,3,5,3,5,3,5,3,5,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,4,3,4,3,4,3,4,3,4,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,5,3,5,3,5,3,5,3,5,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,4,3,4,3,4,3,4,3,4,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,5,3,8,3,5,3,8,3,5,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,4,3,4,3,4,3,4,3,4,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,5,3,5,3,5,3,5,3,5,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,4,3,4,3,4,3,4,3,4,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,5,3,5,3,5,3,5,3,5,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,4,3,4,3,4,3,4,3,4,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,5,3,5,3,5,3,5,3,5,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,4,3,4,3,4,3,4,3,4,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,5,3,5,3,5,3,5,3,5,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,2,4,3,4,3,4,3,4,3,4,2,0,0,0,0,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
